k1	pc	pwkvn_gloss	indep_hits	mw_body_mention
atijaqa	2-287-b	{#atijaqa#}¦ <lex>Adj.</lex> {%überaus dumm%} <ls>HEM. PAR. 12,188</ls>.	sch	
atijaraWa	2-287-b	{#atijaraWa#}¦ <lex>Adj.</lex> {%sehr alt%}.	sch	
atijarant	2-287-b	{#atijarant#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#˚tI#}) <ab>dass.</ab>	sch	
atijavana	2-287-b	{#atijavana#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%überaus schnell%} <ls>DAŚAK. (1925) 2,107,11</ls>.	sch	
atijawADara	1-284-b	{#atijawADara#}¦ <lex>Adj.</lex> {%starke Flechten tragend%} <ls>HEMĀDRI 2,a,121,12</ls>.	sch	
atijitakASin	1-284-b	{#atijitakASin#}¦ <lex>Adj.</lex> {%sich zu sehr als Sieger gebarend%} [Page1-284-c] <ls>MUDRĀR. 82,18 (137,9)</ls>.	sch	
atijvalana	2-287-b	{#atijvalana#}¦ <lex>n.</lex> {%heftiges Aufwallen im Zorn%} <ls>NĪLAK.</ls> zu <ls>MBH. 3,274,13</ls>.	sch	
atikAnti	1-284-b	{#atikAnti#}¦ <lex>f.</lex> {%grosse Anmuth%}. <ab>Personif.</ab> <ls>AGNI-P. 33,39</ls>. <ls n="AGNI-P. 33,">44</ls>.	sch	
atikArSya	2-287-a	{#atikArSya#}¦ <lex>n.</lex> {%grosse Magerkeit%}.	sch	
atikAryakara	2-287-a	{#atikAryakara#}¦ <lex>Adj.</lex> {%sehr wirksam%}.	sch	
atikAtara	1-284-b	{#atikAtara#}¦ <lex>Adj.</lex> {%gar ängstlich%} <ls>MĀLATĪM. 62,10</ls>.	sch	
atikIwaka	2-287-a	{#atikIwaka#}¦ <lex>Adj.</lex> {%viele Läuse habend%} <ls>VP. 3,12,6</ls>.	sch	
atikaWina	1-284-b	{#atikaWina#}¦ <lex>Adj.</lex> {%überaus hart%}.	sch	
atikala	3-247-c	{#atikala#}¦ <lex>Adj.</lex> {%überaus lieblich tönend%} <ls>MAHĀVĪRAC. 85,20</ls>.	sch	
atikapila	3-247-c	{#atikapila#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%sehr braun%} <ls>VIṢṆUS. 24,15</ls>.	sch	
atikaruRa	6-293-a	{#atikaruRa#}¦ <lex>Adj.</lex> {%überaus kläglich%} <ls>{{MBH. 1,3,317->MBH. 1,2,317||20250608|Jim Funderburk, Andhrabharati|Ref: https://github.com/sanskrit-lexicon/PWK/issues/84|}}</ls>.	sch	
atikazwa	7-293-a	{#atikazwa#}¦ I. Auch {%überaus schlimm, sehr arg%} <ls>JĀTAKAM. 24</ls>.	sch	
atikrUramfdu	3-247-c	{#atikrUramfdu#}¦ <lex>Adj.</lex> in {#nAti˚#}.	sch	
atikrame	2-287-a	{#atikra/me#}¦ <ab>Dat.</ab> <ab>Inf.</ab> von {#kram#} mit {#ati#} <ls>ṚV.</ls>	sch	
atikuRapa	2-287-a	{#atikuRapa#}¦ <lex>Adj.</lex> {%stark in Verwesung übergegangen%}.	sch	
atikuYcita	7-293-a	{#atikuYcita#}¦ <lex>Adj.</lex> {%sehr kraus%} <ls>PAÑCĀŚIKĀ (ed. SOLF) 44</ls>.	sch	
atikutUhala	2-287-a	{#atikutUhala#}¦ <lex>n.</lex> {%grosse Neugier%} <ls>KATHĀS. 4,80</ls>.	sch	
atikuwila	2-287-a	{#atikuwila#}¦ <lex>Adj.</lex> {%überaus gewunden%} <ls>Ind. St. 8,420</ls>.	sch	
atikzipra	3-247-c	{#a/tikzipra#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%überaus schnell%} <ls>TS. 2,1,1,1</ls>.	sch	
atikzutparIta	3-247-c	{#atikzutparIta#}¦ <lex>Adj.</lex> {%heftig vom Hunger geplagt%} <ls>VP. 4,2,6</ls>.	sch	
atilAlavant	5-241-b	{#atilAlavant#}¦ <lex>Adj.</lex> {%stark den Speichel triefen lassend%} <ls>SUŚR. 2,281,14</ls>.	sch	
atilOlyavant	5-241-b	{#atilOlyavant#}¦ <lex>Adj.</lex> {%zu —, sehr gierig%} <ls>KATHĀS. 22,200</ls>.	sch	
atila	1-285-a	{#atila#}¦ auch {%keinen Sesam habend%} <ls>HEMĀDRI 1,594,17</ls>.	sch	
atilavaRasAtmya	6-293-b	{#atilavaRasAtmya#}¦ <lex>Adj.</lex> {%zu sehr an Salzgenuss gewöhnt%} <ls>CARAKA 3,1</ls>.	sch	
atiloBanIya	7-293-d	{#atiloBanIya#}¦ <lex>Adj.</lex> {%wonach man grosses Verlangen hat, überaus reizend%}. <ab>Nom. abstr.</ab> {#˚tA#} <lex>f.</lex> <ls>JĀTAKAM. 26</ls>.	sch	
atilolupa	5-241-b	{#atilolupa#}¦ <lex>Adj.</lex> {%heftige Begierden habend%} <ls>BHĀG. P. 3,20,23</ls>.	sch	
atimAnuzastava	2-287-c	{#atimAnuzastava#}¦ <lex>m.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
atimUrKa	1-285-a	{#atimUrKa#}¦ <lex>Adj.</lex> {%sehr thöricht%} <ls>KĀLAC. 3,143</ls>.	sch	
atimaYjula	1-285-a	{#atimaYjula#}¦ <lex>Adj.</lex> {%überaus lieblich%} <ls>DAŚAK. 86,12</ls>.	sch	
atimada	1-285-a	{#atimada#}¦ <lex>m.</lex> {%heftige Aufgeregtheit%} <ls>ŚIŚ. 10,32</ls>.	sch	
atimahArOdra	4-291-b	{#atimahArOdra#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%überaus furchtbar%} <ls>MĀRK. P. 12,5</ls>.	sch	
atimahAsattva	4-291-b	{#atimahAsattva#}¦ <lex>Adj.</lex> {%überaus edel%} (Person).	sch	
atimahant	1-285-a	{#atimahant#}¦ <lex>Adj.</lex> {%überaus gross%} (Baum) <ls>DAŚAK. 46,16</ls>. {%allzulang%} (Erzählung) <ls n="DAŚAK.">79,3</ls>.	sch	
atimahiman	1-285-a	{#*atimahiman#}¦ <lex>Adj.</lex> {%überaus gross%} <ls>P. 4,1,11</ls>, <ab>Sch.</ab>	sch	
atimanoraTa	7-293-c	{#atimanoraTa#}¦ <lex>Adj.</lex> {%alle Wünsche übersteigend%} <ls>JĀTAKAM. 22,83</ls>.	sch	
atimanyu	7-293-c	{#atimanyu#}¦ <lex>Adj.</lex> {%sehr wüthend%} <ls>MBH. 8,22,10</ls>.	sch	
atimatimant	1-285-a	{#atimatimant#}¦ <lex>Adj.</lex> {%überaus klug%} <ls>MUDRĀR. 86,15 (141,9)</ls>.	sch	
atimecakita	2-287-c	{#atimecakita#}¦ <lex>Adj.</lex> {%sehr verdunkelt%} <ls>ŚOBH. 76</ls>.	sch	
atimfdula	4-291-b	{#atimfdula#}¦ <lex>Adj.</lex> {%sehr zart, schwächlich%}. <ab>Nom. abstr.</ab> {#˚tA#} <lex>f.</lex> <ls>PRAB. 37,6</ls>.	sch	
atimlAni	1-285-a	{#atimlAni#}¦ <lex>f.</lex> {%tiefe Schwärze%} <ls>NAIṢ. 5,62</ls>.	sch	
atinIla	1-284-c	{#atinIla#}¦ <lex>Adj.</lex> {%dunkelblau%} <ls>HEMĀDRI 2,a,118,9</ls>.	sch	
atinadIzRa	3-248-a	{#atinadIzRa#}¦ <lex>Adj.</lex> {%sehr erfahren in%} (<ab>Loc.</ab>).	sch	
atinanAmin	3-248-a	{#atinanAmin#}¦, lies {#˚namAmi#} <lex>Adj.</lex> {%über dem%} <is>namāmi</is> {%(ich verneige mich) stehend%}.	sch	
atinarman	3-248-a	{#atinarman#}¦ <lex>m.</lex> {%ein grosser Spass, — Scherz%} <ls>MBH. 2,63,5</ls>.	sch	
atinayana	5-241-a	{#atinayana#}¦ in {#dakziRAtinayana#} weiter unten.	sch	
atineda	1-284-c	{#atineda#}¦ in {#anatineda#}.	sch	
atiniBftam	1-284-c	{#atiniBftam#}¦ <lex>Adv.</lex> {%ganz im Geheimen%} <ls>MUDRĀR. 55,19 (88,12)</ls>.	sch	
atinirGfRa	2-287-b	{#atinirGfRa#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%überaus grausam%} <ls>DAŚAK. (1925) 2,80,22</ls>.	sch	
atinirlipta	5-241-a	{#atinirlipta#}¦ <lex>Adj.</lex> {%ganz unbefleckt%} <ls>PAÑCAR. 1,1,4</ls>.	sch	
atinirmaTana	3-248-a	{#atinirmaTana#}¦ <lex>n.</lex> {%heftiges Quirlen%} <ls>MBH. 1,18,41</ls>.	sch	
atinirmala	1-284-c	{#atinirmala#}¦ <lex>Adj.</lex> {%überaus rein%} <ls>HEMĀDRI 1,164,6</ls>. <ls n="HEMĀDRI 1,">183,12</ls>.	sch	
atiniroDa	1-284-c	{#atiniroDa#}¦ <lex>m.</lex> {%vollkommene Unterdrückung, — Vernichtung%} <ls>HEMĀDRI 1,735,2</ls>; <ab>vgl.</ab> <ls n="HEMĀDRI 1,">733,21</ls>. <ls n="HEMĀDRI 1,">734,1</ls>.	sch	
atinirvartin	3-248-a	{#atinirvartin#}¦ <lex>Adj.</lex> {%sich sehr ungebührlich betragend%} <ls>KATHĀS. 26,58</ls>.	sch	
atinirvfta	1-284-c	{#atinirvfta#}¦ <lex>Adj.</lex> {%überaus erfreut%} <ls>BHĀG. P. 1,6,18</ls>.	sch	
atinirviRRa	2-287-b	{#atinirviRRa#}¦ <lex>Adj.</lex> {%an Allem verzagend%}.	sch	
atinizevitar	2-287-b	{#atinizevitar#}¦ <ab>Nom. ag.</ab> {%zu sehr hingegeben,%} mit <ab>Acc.</ab> <ls>SUŚR. 1,69,21</ls>.	sch	
atipARqukambala	3-248-a	{#atipARqukambala#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%schöner als der Stein%} {#pARqukambala#} <ls>ŚATR. 8,34</ls>.	sch	
atipAna	3-248-a	{#atipAna#}¦ <lex>n.</lex> {%zu vieles Trinken geistiger Getränke%}.	sch	
atipApin	3-248-a	{#atipApin#}¦ <lex>Adj.</lex> {%stark frevelnd%} <ls>MĀRK. P. 58,61</ls>.	sch	
atipAvana	1-284-c	{#atipAvana#}¦ <lex>Adj.</lex> {%in hohem Grade entsündigend%} <ls>HEMĀDRI 1,83,8</ls>.	sch	
atipIqita	3-248-a	{#atipIqita#}¦ auch {%zu stark gedrückt%}. <ab>Nom. abstr.</ab> {#˚tA#} <lex>f.</lex> <ls>SUŚR. 2,200,2</ls>.	sch	
atipOruza	1-284-c	{#atipOruza#}¦ <lex>Adj.</lex> {%überaus mannhaft%} <ls>MUDRĀR. 154,12 (227,9)</ls>.	sch	
atipUra	3-248-a	{#atipUra#}¦ <lex>m.</lex> {%ein heftiger Strom, — Erguss%} <ls>UTTARAR. 53,8 (68,12)</ls>.	sch	
atipadmin	3-248-a	{#atipadmin#}¦ <lex>Adj.</lex> {%stark gefleckt%} (Elephant) <ls>MBH. 12,29,33</ls>.	sch	
atipavitra	3-248-a	{#atipavitra#}¦ <lex>Adj.</lex> {%überaus reinigend, grossen Segen bringend%} (Ort) <ls>PRAB. 21,14</ls>.	sch	
atipelava	4-291-b	{#atipelava#}¦ <lex>Adj.</lex> {%überaus fein, — zart%}.	sch	
atipiNga	2-287-b	{#atipiNga#}¦ <lex>Adj.</lex> {%dunkelbraun%}.	sch	
atipiSuna	4-291-b	{#atipiSuna#}¦ <lex>Adj.</lex> {%sehr niederträchtig, — bösartig%} <ls>KĀD. 197,14</ls>.	sch	
atiprEza	5-241-b	{#atiprEza#}¦ <lex>m.</lex> = {#atiprezaRa#} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 12,27,6</ls>. <ls n="ĀPAST. ŚR. 12,27,">7</ls>.	sch	
atiprIta	2-287-c	{#atiprIta#}¦ <lex>Adj.</lex> {%überaus befriedigt, — erfreut%}.	sch	
atipraBAvatI	1-284-c	{#atipraBAvatI#}¦ <lex>f.</lex> <ab>N. pr.</ab> einer <is>Surāṅganā</is> <ls>Ind. St. 15</ls>.	sch	
atipraSAnta	6-293-a	{#atipraSAnta#}¦ <lex>Adj.</lex> {%sich vollkommen gelegt habend, ganz gewichen%} <ls>MĀLATĪM. 79,11</ls>.	sch	
atipraTita	1-284-c	{#atipraTita#}¦ <lex>Adj.</lex> {%weitberühmt%} <ls>NAIṢ. 4,79</ls>.	sch	
atipraloBita	5-241-a	{#atipraloBita#}¦ <lex>Adj.</lex> {%in hohem Grade angelockt —, [Page5-241-b] hingezogen zu%} (<ab>Loc.</ab>) <ls>BHĀG. P. 4,29,54</ls>.	sch	
atipramATin	4-291-b	{#atipramATin#}¦ <lex>Adj.</lex> {%viel zu schaffen machend, stark zusetzend%} <ls>HARIV. 8158</ls>.	sch	
atipramAda	1-284-c	{#atipramAda#}¦ <lex>Adj.</lex> {%sehr fahrlässig, — unachtsam%} <ls>MBH. 5,37,37</ls>.	sch	
atiprapaYca	4-291-b	{#atiprapaYca#}¦ <lex>m.</lex> {%zu grosse Ausführlichkeit%} <ls>SARVAD. 71,9</ls>.	sch	
atipratiloma	1-284-c	{#atipratiloma#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%überaus widrig, — unangenehm%} <ls>NAIṢ. 6,95</ls>.	sch	
atipratyAsaNga	3-248-a	{#atipratyAsaNga#}¦ <lex>m.</lex> {%allzugrosse Nähe%} <ls>MAHĀVĪRAC. 74,4</ls>.	sch	
atipraveSa	4-291-b	{#atipraveSa#}¦ <lex>m.</lex> {%heftiges Dringen in Jmd, das Sichaufdrängen, Sichmischen in fremde Angelegenheiten%} <ls>KATHĀS. 60,35</ls>.	sch	
atipravftta	5-241-b	{#atipravftta#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%sehr mit Etwas beschäftigt%} 〔119,15〕.	sch	
atipravilambita	5-241-b	{#atipravilambita#}¦ <lex>Adj.</lex> {%zu sehr vorhängend%} <ls>SUŚR. 2,239,5</ls>.	sch	
atipravizwa	2-287-c	{#atipravizwa#}¦ <lex>Adj.</lex> {%tief eingedrungen in%} (<ab>Loc.</ab>) <ls>MBH. 3,186,21</ls>.	sch	
atiprezaRa	5-241-b	{#atiprezaRa#}¦ <lex>n.</lex> {%das darüber hinaus Auffordern%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 12,27,7</ls>.	sch	
atiprezitar	5-241-b	{#atiprezitar#}¦ <ab>Nom. ag.</ab> {%der darüber hinaus auffordert%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 12,27,6</ls>.	sch	
atipriya	1-284-c	{#atipriya#}¦ <lex>Adj.</lex> {%überaus lieb%} <ls>P. 8,1,13</ls>, <ab>Sch.</ab>	sch	
atirAga	1-285-a	{#atirAga#}¦ <lex>m.</lex> {%dunkles Roth%} und {%starke Zuneigung%} <ls>NAIṢ. 7,39</ls>.	sch	
atirUQa	2-287-c	{#atirUQa#}¦ <lex>Adj.</lex> {%stark zusammengeklebt, nicht mehr auseinanderzubringen%}. <ab>Nom. abstr.</ab> {#˚tva#} <lex>n.</lex> <ls>RĀJAT. 6,272</ls>.	sch	
atirajasvala	5-241-b	{#atirajasvala#}¦ <lex>Adj.</lex> {%ganz von Leidenschaft erfüllt%} <ls>BHĀG. P. 5,14,9</ls>.	sch	
atiramaRIya	1-285-a	{#atiramaRIya#}¦, <ab>Nom. abstr.</ab> {#˚tA#} <lex>f.</lex> <ls>MUDRĀR. 59,15 (96,7)</ls>.	sch	
atirasa	5-241-b	<hom>1.</hom> {#atirasa#}¦ auch {%heftiges Verlangen%}. {#˚tas#} <ls>KATHĀS. 47,120</ls>.	sch	
atirasika	3-248-a	{#atirasika#}¦ <lex>Adj.</lex> {%sehr geschmackvoll, fein gebildet%} <ls>KAUTUKAR.</ls>	sch	
atiraskftasaMBAza	3-248-a	{#atiraskftasaMBAza#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%ohne Schelten sich unterhaltend%} <ls>MBH. 3,233,27</ls>.	sch	
atirati	7-293-d	{#atirati#}¦ <lex>f.</lex> {%grosse Freude an%} (<ab>Loc.</ab>) <ls>KATHĀS. 27,25</ls>.	sch	
atirawita	5-241-b	{#atirawita#}¦ <lex>n.</lex> {%heftiges Kreischen%}. <ab>Pl.</ab> <ls>Spr. 379</ls>.	sch	
atiraya	1-285-a	{#atiraya#}¦ <lex>Adj.</lex> {%überaus schnell laufend%} <ls>DAŚAK. 21,4</ls>.	sch	
atireca	1-285-a	{#atireca#}¦ in {#anatireca#}.	sch	
atiriraMsA	5-241-b	{#atiriraMsA#}¦ <lex>f.</lex> {%grosse Geilheit%} <ls>BHĀG. P. 3,23,11</ls>.	sch	
atirocamAna	5-241-b	{#atirocamAna#}¦ <lex>m.</lex> {%mit noch schöneren Haarwirbeln am Halse versehen%} (Pferd) <ls>ŚIŚ. 5,4</ls>.	sch	
atirodana	5-241-b	{#atirodana#}¦ <lex>n.</lex> {%übermässiges Weinen%} <ls>HEM. PAR. 1,224</ls>.	sch	
atiroha	1-285-a	{#atiroha#}¦ <lex>Adj.</lex> als <ab>Beiw.</ab> von <is>Rudra-Śiva</is> <ls>HEMĀDRI 1,210,9</ls>.	sch	
atiroza	3-248-a	{#atiroza#}¦ <lex>m.</lex> {%heftiger Zorn%} <ls>MBH. 3,233,29</ls>.	sch	
atirozaRa	2-287-c	{#atirozaRa#}¦ <lex>Adj.</lex> {%sehr zum Zorn geneigt%}.	sch	
atiruzwa	5-241-b	{#atiruzwa#}¦ <lex>Adj.</lex> {%sehr erzürnt%} <ls>BHĀG. P. 4,19,34</ls>.	sch	
atisAhasika	6-293-c	{#atisAhasika#}¦ <lex>Adj.</lex> {%sehr unbesonnen zu Werke gehend%} <ls>PAÑCAT. 241,3</ls>.	sch	
atisAndra	6-293-c	{#atisAndra#}¦ <lex>Adj.</lex> {%sehr dicht%} <ls>VĀSAV. 179,3</ls>. <ab>Vgl.</ab> {#nAtisAndra#} <ls>Nachtr. 4</ls>.	sch	
atisArTaka	6-293-c	{#atisArTaka#}¦ <lex>Adj.</lex> {%grossen Gewinn bringend%} <ls>PAÑCAR. 1,7,6</ls>.	sch	
atisOjanya	3-248-b	{#atisOjanya#}¦ <lex>n.</lex> {%allzugrosser Edelmuth%} <ls>MAHĀVĪRAC. 10,1,6</ls>?.	sch	
atisPuwa	5-241-c	{#atisPuwa#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%ganz deutlich vor Augen liegend%} <ls>ŚIŚ. 14,26</ls>.	sch	
atisTOlya	2-287-c	{#atisTOlya#}¦ <lex>n.</lex> {%zu grosse Dickleibigkeit%}.	sch	
atisTagita	6-293-c	{#atisTagita#}¦ <lex>Adj.</lex> {%sehr verhüllt, — verborgen%} <ls>Verz. d. Oxf. H. 214,b, No. 511</ls>.	sch	
atisaMBoga	6-293-c	{#atisaMBoga#}¦ <lex>m.</lex> {%ein grosser Genuss%} <ls>RĀJAT. 4,398</ls>.	sch	
atisaMBrama	6-293-c	{#atisaMBrama#}¦, lies <ls>10,81,25</ls>.	sch	
atisaMDAraRa	3-248-b	{#atisaMDAraRa#}¦ <lex>n.</lex> {%das Verweigern%} <ls>CARAKA 4,4</ls>.	sch	
atisaMSabda	6-293-c	{#atisaMSabda#}¦ <lex>m.</lex> {%ein lauter herausfordernder Ruf%} <ls>R. 4,15,4</ls>.	sch	
atisaMSlizwa	6-293-c	{#atisaMSlizwa#}¦ <lex>Adj.</lex> {%zu fest anliegend%} <ls><ab>Comm.</ab> zu TS. PRĀT. 2,12</ls>.	sch	
atisaMgopanIya	6-293-c	{#atisaMgopanIya#}¦ <lex>Adj.</lex> {%sehr geheim zu halten%} <ls>PAÑCAR. 1,15,23</ls>.	sch	
atisaMharza	2-287-c	{#atisaMharza#}¦ <lex>m.</lex> {%grosse Freude%} <ls>HARIV. 2439</ls>.	sch	
atisaMhfzwa	1-285-b	{#atisaMhfzwa#}¦ <lex>Adj.</lex> {%überaus erfreut%} <ls>HEMĀDRI 1,473,7</ls>.	sch	
atisaMkalpa	6-293-c	{#˚atisaMkalpa#}¦ <lex>m.</lex> {%ein dringendes Verlangen zu%} <ls>MBH. 4,396</ls>. <ab>v. l.</ab> {#aBisaMkalpa#}.	sch	
atisaMkawa	6-293-c	{#atisaMkawa#}¦ 1〉 <lex>Adj.</lex> {%überaus schwierig, — gefährlich%} <ls>MĀRK. P. 45,5</ls>. — 2〉 <lex>n.</lex> a〉 {%ausserordentliche Dichtigkeit%} <ls>RĀJAT. 6,249</ls>. — b〉 {%grosse Noth, — Gefahr%} <ls>Spr. 3170</	sch	
atisaMkula	6-293-c	{#atisaMkula#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%auf grosse Hindernisse stossend%} <ls>VARĀH. BṚH. S. 38,3</ls>.	sch	
atisaMkzoBaRa	6-293-c	{#atisaMkzoBaRa#}¦ <lex>n.</lex> {%eine zu grosse Erschütterung%} <ls>SUŚR. 2,133,5</ls>.	sch	
atisaMprIti	1-285-b	{#atisaMprIti#}¦ <lex>f.</lex> {%grosse Freude, — Befriedigung%} <ls>HEMĀDRI 1,15,1</ls>.	sch	
atisaMrAga	6-293-c	{#atisaMrAga#}¦ <lex>m.</lex> {%starkes Hängen an%} (<ab>Loc.</ab>) <ls>PRĀYAŚCITTAT.</ls> im <ls>ŚKDR.</ls> <ab n="unter">u.</ab> {#nErmalya#}.	sch	
atisaMramBa	6-293-c	{#atisaMramBa#}¦ <lex>m.</lex> {%heftiger Zorn%} <ls>RĀJAT. 1,67</ls>. <ls>BHĀG. P. 5,9,19</ls>.	sch	
atisaMsidDi	1-285-b	{#atisaMsidDi#}¦ <lex>f.</lex> {%ein überaus vollkommener Zustand%} <ls>SAṂHITOPAN. 36,1</ls>.	sch	
atisaMtata	2-287-c	{#atisaMtata#}¦ <lex>Adj.</lex> {%ununterbrochen%} <ls>RAGH. 8,85</ls>.	sch	
atisadaya	4-291-c	{#atisadaya#}¦ <lex>Adj.</lex> {%sehr barmherzig%} <ls>GĪT. 5,15</ls>.	sch	
atisamutkruzwa	2-287-c	{#atisamutkruzwa#}¦ <lex>Adj.</lex> {%laut erhoben%} (Geschrei) <ls>R. 6,111,29</ls>.	sch	
atisarUpa	1-285-b	{#atisarUpa#}¦ <lex>Adj.</lex> {%überaus ähnlich%} <ls>NAIṢ. 8,46</ls>.	sch	
atisaspfha	5-241-c	{#atisaspfha#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%grosses Wohlgefallen findend an%} (<ab>Loc.</ab>) <ls>HEM. PAR. 2,32</ls>.	sch	
atisatkfta	6-293-c	{#atisatkfta#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%hoch geehrt%} <ls>R. 2,39,33</ls>.	sch	
atisatvaram	1-285-b	{#atisatvaram#}¦ <lex>Adv.</lex> {%überaus eilig%} <ls>DAŚAK. 42,13</ls>.	sch	
atisaviSaNkam	6-293-c	{#atisaviSaNkam#}¦ <lex>Adv.</lex> {%mit grosser Besorgniss%} <ls>ŚIŚ. 11,32</ls>.	sch	
atisfzwapratibadDa	1-285-b	{#atisfzwapratibadDa#}¦ <lex>Adj.</lex> {%zu lose oder zu fest%} <ls>CARAKA 3,6</ls>.	sch	
atisneha	7-294-c	{#atisneha#}¦ <lex>m.</lex> {%allzugrosse Liebe%} und zugleich {%eine hinreichende Menge Oel%} <ls>R. ed. Bomb. 4,1,116</ls>.	sch	
atisparDin	6-293-c	{#atisparDin#}¦ <lex>Adj.</lex> {%stark um den Vorrang streitend, — wetteifernd%} <ls>MBH. 14,5,5</ls>.	sch	
atisravaRa	4-291-c	{#atisravaRa#}¦ <lex>n.</lex> {%starkes Fliessen%}. {#udarasya#} als Erklärung von {#atIsAra#} {%Durchfall%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 9,20,1</ls>.	sch	
atisuBaga	6-293-c	{#atisuBaga#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%überaus hübsch%} <ls>KATHĀS. 28,13</ls>. <ls n="KATHĀS.">44,138</ls>.	sch	
atisugama	6-293-c	{#atisugama#}¦ <lex>Adj.</lex> {%sehr gut gangbar%} <ls>KATHĀS. 19,64</ls>.	sch	
atisuvftta	6-293-c	{#atisuvftta#}¦ <lex>Adj.</lex> 1〉 {%sehr hübsch rund%} <ls>Spr. 4961</ls>. — 2〉 {%von sehr gutem Betragen%} <ls>KATHĀS. 29,72</ls>.	sch	
atisvan	1-285-b	{#*atisvan#}¦ <ab>v. l.</ab> für {#atiSvan#} <is>gaṇa</is> {#pakzAdi#} in der <ls>KĀŚ.</ls>	sch	
atitApa	6-293-a	{#atitApa#}¦ <lex>m.</lex> {%grosse —, zu grosse Hitze%} <ls>MĀRK. P. 99,3</ls>. <ls n="MĀRK. P. 99,">9</ls>.	sch	
atitUrRam	3-247-c	{#atitUrRam#}¦ <lex>Adv.</lex> {%sehr —, allzu rasch%} <ls>VIṢṆUS. 63,11</ls>.	sch	
atitarpaRa	5-241-a	{#atitarpaRa#}¦ <lex>n.</lex> {%Uebersättigung%} <ls>BHĀVAPR. (<ab>Hdschr.</ab>) 36,b</ls> nach <ls>AUFRECHT</ls>.	sch	
atitarza	2-287-b	{#atitarza#}¦ <lex>m.</lex> {%heftiges Verlangen%}.	sch	
atitfpta	1-284-c	{#atitfpta#}¦ <lex>Adj.</lex> {%vollkommen befriedigt%}. <ab>Nom. abstr.</ab> {#˚tA#} <lex>f.</lex> <ls>NAIṢ. 2,49</ls>.	sch	
atitfwparIta	3-247-c	{#atitfwparIta#}¦ <lex>Adj.</lex> {%heftig vom Durst geplagt%} <ls>VP. 4,2,14</ls>.	sch	
atitigma	2-287-b	{#atitigma#}¦ <lex>Adj.</lex> {%überaus scharf%}.	sch	
atitikzA	2-287-b	{#atitikzA#}¦ <lex>f.</lex> {%Ungeduld%} <ls>MBH. 14,36,20</ls>.	sch	
atituNga	3-247-c	{#atituNga#}¦ <lex>Adj.</lex> {%überaus hoch%} <ls>VṚṢABH. 259,a,18</ls>.	sch	
atitud	5-241-a	{#atitud#}¦ <lex>Adj.</lex> {%heftig stossend, — geisselnd%} <ls>ŚIŚ. 19,3</ls>.	sch	
atitundila	3-247-c	{#atitundila#}¦ <lex>Adj.</lex> {%sehr dickbäuchig%} <ls>BĀLAR. 285,13</ls>.	sch	
ativAma	1-285-a	{#ativAma#}¦ <lex>Adj.</lex> {%überaus hart, — grausam gegen%} (<ab>Loc.</ab>) und zugleich {%um Weiber sich nicht kümmernd%} <ls>NAIṢ. 9,93</ls>.	sch	
ativAtsalya	3-248-a	{#ativAtsalya#}¦ <lex>n.</lex> {%übergrosse Zärtlichkeit%} <ls>MAHĀVĪRAC. 18,4</ls> ({#˚vatsalya#} <ab>gedr.</ab>).	sch	
ativEzRava	1-285-a	{#ativEzRava#}¦ <lex>Adj.</lex> {%dem%} <is>Viṣṇu</is> {%sehr ergeben%} <ls>AGNI-P. 19,7</ls>.	sch	
ativEzamya	6-293-b	{#ativEzamya#}¦ <lex>n.</lex> {%grosse Ungleichheit des Bodens%} <ls>Spr. 6239</ls>.	sch	
ativIra	3-248-b	{#ativIra#}¦ <lex>m.</lex> {%ein grosser Held%} <ls>MAHĀVĪRAC. 10,20</ls>.	sch	
ativIrya	1-285-a	{#ativIrya#}¦ <lex>Adj.</lex> {%überaus mächtig%} <ls>HARIV. 1558</ls>.	sch	
ativIryavant	3-248-b	{#ativIryavant#}¦ <lex>Adj.</lex> {%überaus wirksam%} (Heilmittel) <ls>KIR. 2,4</ls>.	sch	
